nurse		TRUE
secretary		TRUE
receptionist		TRUE
operator		TRUE
assistant		TRUE
policeman		TRUE
host		
minister		
Minister		TRUE
mason		TRUE
carpenter		TRUE
electrician		TRUE
mechanic		TRUE
fireman		TRUE
Chief		TRUE
boss		TRUE
President		TRUE
CEO		TRUE
VP		TRUE
chief		TRUE
president		
