voice_id	measured_lufs	gain_db_to_target	volume_linear_to_target	eq	length_scale_base	pitch_semitones	dur_s	words	measured_wpm	median_f0_hz	f0_p10_hz	f0_p90_hz	voiced_ratio	sex_guess	sex_confidence	newSpeed	newVol
70	-18.5	-1.5	0.84	off	1	0	24.58	68	166	124.58	99.77	469.15	0.69	male	0.61	0.64	1.07
71	-15.4	-4.6	0.59	off	1.1	0	18.51	68	220.47	132.04	110.8	177.82	0.77	male	0.57	0.86	1.53
72	-15.8	-4.2	0.62	off	1.1	0	19.03	68	214.41	126	102.08	455.62	0.8	male	0.58	0.83	1.46
73	-15.5	-4.5	0.6	off	1.1	0	20.31	68	200.93	227.32	193.42	275.63	0.78	female	1	0.78	1.51
74	-16.2	-3.8	0.65	off	1.06	0	21.4	68	190.68	208.02	169.62	441	0.8	female	0.46	0.74	1.39
75	-15.5	-4.5	0.6	off	1.1	0	19.88	68	205.27	188.46	160.48	250.57	0.74	female	0.09	0.80	1.51
76	-14.9	-5.1	0.56	off	1.04	0	21.7	68	188.03	214.08	175	279.11	0.75	female	0.73	0.73	1.62
77	-16.6	-3.4	0.68	off	1.1	0	19.9	68	205.03	193.42	157.5	262.5	0.74	female	0.21	0.80	1.33
78	-17.2	-2.8	0.72	off	1.1	0	17.31	68	235.7	142.26	113.66	200.64	0.73	male	0.32	0.92	1.24
79	-15.2	-4.8	0.58	off	1.1	0	19.33	68	211.06	193.42	165.79	355.65	0.79	female	0.17	0.82	1.56
80	-16.5	-3.5	0.67	off	1.1	0	18.63	68	218.95	177.82	142.17	247.75	0.75	ambiguous	0.5	0.85	1.35
81	-16.3	-3.7	0.65	off	1.1	0	19.59	68	208.31	132.04	108.67	306.25	0.77	male	0.46	0.81	1.38
82	-16.3	-3.7	0.65	off	1	0	23.34	68	174.84	162.13	111.08	380.17	0.82	ambiguous	0.4	0.68	1.38
83	-16.6	-3.4	0.68	off	1.1	0	16.65	68	245.06	208.02	177.82	259.41	0.81	female	0.58	0.95	1.33
84	-16.6	-3.4	0.68	off	1.1	0	18.36	68	222.28	162.13	117.91	373.73	0.81	ambiguous	0.4	0.86	1.33
85	-15.9	-4.1	0.62	off	1.03	0	22	68	185.45	218.32	170.93	279.11	0.79	female	0.83	0.72	1.44
86	-16.5	-3.5	0.67	off	1.1	0	18.85	68	216.39	113.08	88.55	492.23	0.73	male	0.8	0.84	1.35
87	-15.7	-4.3	0.61	off	1.1	0	17.23	68	236.81	176.4	153.13	229.69	0.79	ambiguous	0.5	0.92	1.48
88	-15.3	-4.7	0.58	off	1.1	0	18.22	68	223.98	152.07	110.25	218.82	0.78	male	0.06	0.87	1.55
89	-16	-4	0.63	off	1.1	0	20.68	68	197.32	134.45	99.77	302.05	0.75	male	0.41	0.77	1.43
90	-17.7	-2.3	0.77	off	1.1	0	19.96	68	204.43	105.5	86.47	501.14	0.72	male	0.8	0.79	1.17
91	-15.3	-4.7	0.58	off	1	0	22.84	68	178.66	225	190.09	272.22	0.77	female	1	0.69	1.55
92	-18.4	-1.6	0.83	off	1.1	0	17.09	68	238.74	128.95	105	408.33	0.75	male	0.52	0.93	1.08
93	-15.8	-4.2	0.62	off	1.1	0	19.11	68	213.5	206.07	176.4	302.47	0.83	female	0.53	0.83	1.46
94	-17	-3	0.71	off	1.05	0	21.51	68	189.65	225	175	306.25	0.73	female	1	0.74	1.27
95	-14.8	-5.2	0.55	off	1.1	0	19.82	68	205.87	214.08	182.23	315	0.8	female	0.73	0.80	1.64
96	-15.6	-4.4	0.6	off	1.1	0	20.18	68	202.2	180.74	156.38	247.75	0.76	ambiguous	0.5	0.79	1.49
97	-17.9	-2.1	0.79	off	1.1	0	18.12	68	225.13	109.16	86.13	469.15	0.76	male	0.8	0.87	1.15
98	-16	-4	0.63	off	1.1	0	20.57	68	198.32	177.82	151.03	385.6	0.74	ambiguous	0.4	0.77	1.43
99	-16.4	-3.6	0.66	off	1.08	0	20.97	68	194.59	193.42	167.05	250.57	0.75	female	0.21	0.76	1.36
100	-16.1	-3.9	0.64	off	1.1	0	18.68	68	218.41	237.1	200.45	479.35	0.83	female	0.8	0.85	1.41
101	-14.7	-5.3	0.54	off	1.1	0	18.95	68	215.33	218.32	185.29	344.53	0.76	female	0.67	0.84	1.66
102	-16.5	-3.5	0.67	off	1.1	0	18.02	68	226.43	140.45	107.04	400.19	0.78	male	0.29	0.88	1.35
103	-14.9	-5.1	0.56	off	1.06	0	21.39	68	190.78	212.02	175	479.35	0.78	female	0.54	0.74	1.62
104	-17.3	-2.7	0.73	off	1.1	0	18.47	68	220.88	118.55	89.63	459.38	0.75	male	0.73	0.86	1.23
105	-16.9	-3.1	0.7	off	1.1	0	17.77	68	229.54	109.16	86.13	419.3	0.69	male	0.8	0.89	1.29
106	-15.7	-4.3	0.61	off	1.05	0	21.56	68	189.24	131.25	111.93	512.79	0.81	male	0.48	0.73	1.48
107	-15.3	-4.7	0.58	off	1.1	0	19.14	68	213.11	217.25	170.93	286.36	0.76	female	0.81	0.83	1.55
108	-13.1	-6.9	0.45	off	1.1	0	20.38	68	200.24	214.08	180.74	286.36	0.83	female	0.73	0.78	1.99
109	-15.2	-4.8	0.58	off	1.1	0	19.05	68	214.15	198.65	159.78	256.4	0.74	female	0.34	0.83	1.56
110	-15.9	-4.1	0.62	off	1.1	0	18.31	68	222.84	132.04	104.5	299.2	0.78	male	0.46	0.87	1.44
111	-16.4	-3.6	0.66	off	1.1	0	18.63	68	218.95	168.32	139.29	216.18	0.76	ambiguous	0.5	0.85	1.36
112	-15.3	-4.7	0.58	off	1.1	0	19.92	68	204.79	185.29	154.2	259.41	0.77	female	0.01	0.80	1.55
113	-18.6	-1.4	0.85	off	1.1	0	18.46	68	221.02	101.61	84.81	501.14	0.72	male	0.8	0.86	1.06
114	-14.5	-5.5	0.53	off	1.1	0	16.76	68	243.37	135.69	102.56	250.3	0.77	male	0.39	0.95	1.7
115	-14.7	-5.3	0.54	off	1.1	0	19.68	68	207.33	227.32	193.42	272.22	0.79	female	1	0.81	1.66
116	-18.1	-1.9	0.8	off	1.02	0	22.24	68	183.41	116.67	86.81	265.12	0.73	male	0.77	0.71	1.12
117	-18.5	-1.5	0.84	off	1.1	0	18.24	68	223.69	114.84	87.85	373.73	0.74	male	0.8	0.87	1.07
118	-17.1	-2.9	0.72	off	1.1	0	19.93	68	204.67	195.13	154.2	269.57	0.75	female	0.25	0.79	1.26
119	-16.3	-3.7	0.65	off	1.1	0	19.37	68	210.68	164.55	127.46	200.45	0.74	ambiguous	0.5	0.82	1.38
120	-14.5	-5.5	0.53	off	1.1	0	18.98	68	214.94	186.86	169.62	469.15	0.8	female	0.04	0.83	1.7
121	-16.7	-3.3	0.68	off	1.1	0	17.75	68	229.84	124.58	98.44	344.53	0.73	male	0.61	0.89	1.32
122	-13.7	-6.3	0.48	off	1.03	0	21.92	68	186.13	216.18	176.4	469.15	0.79	female	0.62	0.72	1.86
123	-15.9	-4.1	0.62	off	1.05	0	21.51	68	189.65	114.25	89.13	171.46	0.74	male	0.8	0.74	1.44
124	-16.4	-3.6	0.66	off	1.1	0	16.7	68	244.38	114.84	92.26	450	0.76	male	0.8	0.95	1.36
125	-16.2	-3.8	0.65	off	1.06	0	21.35	68	191.09	195.13	167.05	490	0.75	female	0.2	0.74	1.39
126	-16.6	-3.4	0.68	off	1.1	0	17.83	68	228.79	170.93	144.12	319.57	0.79	ambiguous	0.4	0.89	1.33
127	-15.6	-4.4	0.6	off	1.1	0	18.91	68	215.73	200.45	177.82	253.45	0.75	female	0.39	0.84	1.49
128	-15.8	-4.2	0.62	off	1.1	0	18.92	68	215.6	208.02	177.82	259.41	0.8	female	0.58	0.84	1.46
129	-16.1	-3.9	0.64	off	1.1	0	18.62	68	219.09	185.29	158.63	427.43	0.8	female	0.01	0.85	1.41
130	-16.7	-3.3	0.68	off	1.1	0	17.3	68	235.85	176.4	156.38	403.14	0.78	ambiguous	0.4	0.92	1.32
131	-15.2	-4.8	0.58	off	1.1	0	20.6	68	198.1	196.88	169.62	307.12	0.79	female	0.24	0.77	1.56
132	-16	-4	0.63	off	1.1	0	18.66	68	218.68	92.26	81.07	512.79	0.74	male	0.8	0.85	1.43
133	-14.9	-5.1	0.56	off	1.02	0	22.14	68	184.28	195.13	173.62	239.67	0.74	female	0.25	0.72	1.62
134	-16.3	-3.7	0.65	off	1.1	0	20.5	68	198.99	128.95	106.52	441	0.74	male	0.52	0.77	1.38
135	-16.7	-3.3	0.68	off	1.1	0	17.51	68	233.04	103.52	86.13	408.33	0.74	male	0.8	0.91	1.32
136	-16.6	-3.4	0.68	off	1.1	0	20.53	68	198.77	109.16	84.16	408.33	0.79	male	0.8	0.77	1.33
137	-17.5	-2.5	0.75	off	1.1	0	17.66	68	231.05	88.91	79.6	477.31	0.69	male	0.8	0.90	1.2
138	-16	-4	0.63	off	1.1	0	19.04	68	214.28	218.32	183.75	490	0.81	female	0.67	0.83	1.43
139	-16	-4	0.63	off	1.1	0	18.69	68	218.27	114.25	93.43	490	0.85	male	0.8	0.85	1.43
140	-15.2	-4.8	0.58	off	1.05	0	21.5	68	189.75	227.32	182.23	331.6	0.77	female	0.8	0.74	1.56
141	-15.6	-4.4	0.6	off	1.1	0	19.55	68	208.68	220.5	180.74	272.22	0.78	female	0.89	0.81	1.49
142	-16.3	-3.7	0.65	off	1.1	0	18.16	68	224.69	202.29	173.62	450	0.75	female	0.35	0.87	1.38
143	-15	-5	0.56	off	1	0	25.02	68	163.07	179.27	153.13	237.1	0.76	ambiguous	0.5	0.63	1.6
144	-15.9	-4.1	0.62	off	1.1	0	19.12	68	213.37	196.88	157.5	265.66	0.78	female	0.3	0.83	1.44
145	-16.1	-3.9	0.64	off	1	0	23.1	68	176.59	129.71	103.52	188.79	0.77	male	0.51	0.69	1.41
146	-16.8	-3.2	0.69	off	1.1	0	15.91	68	256.51	126.72	104.85	164.55	0.81	male	0.71	1.00	1.3
147	-15.9	-4.1	0.62	off	1.1	0	20.25	68	201.5	216.18	179.27	272.22	0.73	female	0.78	0.78	1.44
148	-15.4	-4.6	0.59	off	1.1	0	18.7	68	218.14	234.57	195.13	279.11	0.79	female	1	0.85	1.53
149	-15.5	-4.5	0.6	off	1.1	0	19.38	68	210.56	210	182.23	265.66	0.75	female	0.63	0.82	1.51
150	-16.5	-3.5	0.67	off	1.09	0	20.87	68	195.45	242.31	183.75	373.73	0.77	female	0.8	0.76	1.35
151	-18.8	-1.2	0.87	off	1.1	0	19.96	68	204.43	133.64	111.93	512.79	0.8	male	0.43	0.79	1.03
152	-15.2	-4.8	0.58	off	1.09	0	20.72	68	196.88	142.26	112.5	501.14	0.82	male	0.25	0.76	1.56
153	-15.1	-4.9	0.57	off	1.1	0	19.11	68	213.5	188.46	163.33	268.9	0.78	female	0.09	0.83	1.58
154	-15.5	-4.5	0.6	off	1.1	0	20.42	68	199.79	191.74	169.62	262.19	0.79	female	0.17	0.78	1.51
155	-15.6	-4.4	0.6	off	1.1	0	19.77	68	206.35	150	123.88	183.75	0.81	male	0.13	0.80	1.49
156	-18.2	-1.8	0.81	off	1.1	0	19.39	68	210.43	112.5	91.12	501.14	0.76	male	0.8	0.82	1.11
157	-14.5	-5.5	0.53	off	1.07	0	21.12	68	193.2	198.65	175	437.54	0.79	female	0.27	0.75	1.7
158	-16.6	-3.4	0.68	off	1.1	0	18.75	68	217.6	162.13	123.88	432.35	0.8	ambiguous	0.4	0.85	1.33
159	-17.2	-2.8	0.72	off	1.1	0	17.76	68	229.69	109.16	87.15	501.14	0.8	male	0.8	0.89	1.24
160	-16.9	-3.1	0.7	off	1.09	0	20.72	68	196.88	179.27	153.13	325.23	0.72	ambiguous	0.4	0.76	1.29
161	-15.7	-4.3	0.61	off	1	0	22.94	68	177.85	210	170.93	272.22	0.76	female	0.63	0.69	1.48
162	-16.2	-3.8	0.65	off	1.1	0	20.36	68	200.35	232.11	196.88	450	0.78	female	0.8	0.78	1.39
163	-15.5	-4.5	0.6	off	1.08	0	21.06	68	193.73	139.56	107.04	270.89	0.73	male	0.31	0.75	1.51
164	-15.5	-4.5	0.6	off	1	0	22.66	68	180.03	204.17	176.4	253.45	0.75	female	0.48	0.70	1.51
165	-15	-5	0.56	off	1.1	0	20.09	68	203.13	179.27	157.5	299.2	0.79	ambiguous	0.4	0.79	1.6
166	-15.6	-4.4	0.6	off	1.1	0	18.37	68	222.14	234.57	196.88	294	0.83	female	1	0.86	1.49
167	-15.3	-4.7	0.58	off	1.1	0	18.62	68	219.09	222.73	186.86	279.11	0.77	female	0.94	0.85	1.55
168	-17.9	-2.1	0.79	off	1.1	0	20.26	68	201.39	109.7	86.13	492.23	0.71	male	0.8	0.78	1.15
169	-15.9	-4.1	0.62	off	1.1	0	16.8	68	242.86	183.75	157.5	250.57	0.77	ambiguous	0.5	0.94	1.44
170	-17.3	-2.7	0.73	off	1	0	23.8	68	171.43	200.45	173.62	247.75	0.77	female	0.39	0.67	1.23
171	-15.2	-4.8	0.58	off	1.1	0	17.89	68	228.05	214.08	175.28	262.5	0.78	female	0.73	0.89	1.56
172	-16.3	-3.7	0.65	off	1.1	0	18.81	68	216.93	218.32	177.82	275.63	0.77	female	0.83	0.84	1.38
173	-16.9	-3.1	0.7	off	1.1	0	17.21	68	237.13	130.47	106.37	182.23	0.73	male	0.61	0.92	1.29
174	-16.1	-3.9	0.64	off	1.1	0	17.66	68	231.05	106.52	84.35	158.63	0.69	male	0.8	0.90	1.41
175	-15.9	-4.1	0.62	off	1.08	0	20.96	68	194.69	160.95	123.18	208.02	0.8	ambiguous	0.5	0.76	1.44
176	-16	-4	0.63	off	1.1	0	17.93	68	227.6	139.56	112.5	441	0.73	male	0.31	0.88	1.43
177	-14.4	-5.6	0.52	off	1.1	0	18.91	68	215.73	229.69	188.46	315.91	0.77	female	1	0.84	1.71
178	-15	-5	0.56	off	1	0	22.58	68	180.68	183.75	154.2	247.75	0.74	ambiguous	0.5	0.70	1.6
179	-15.1	-4.9	0.57	off	1	0	22.67	68	179.94	186.86	150	265.66	0.78	female	0.05	0.70	1.58
180	-16.4	-3.6	0.66	off	1.1	0	19.11	68	213.5	218.32	183.75	272.22	0.76	female	0.83	0.83	1.36
181	-16	-4	0.63	off	1.1	0	20.64	68	197.65	108.62	86.13	379.1	0.72	male	0.8	0.77	1.43
182	-16.2	-3.8	0.65	off	1.1	0	18.77	68	217.33	93.83	80.47	525	0.67	male	0.8	0.84	1.39
183	-16.5	-3.5	0.67	off	1.1	0	20.18	68	202.2	128.57	102.08	358.56	0.79	male	0.53	0.79	1.35
184	-16.9	-3.1	0.7	off	1	0	24.36	68	167.5	175	143.18	222.73	0.74	ambiguous	0.5	0.65	1.29
185	-18.3	-1.7	0.82	off	1.1	0	20.14	68	202.55	175	152.07	220.06	0.7	ambiguous	0.5	0.79	1.09
186	-18	-2	0.79	off	1	0	23.68	68	172.27	92.26	80.47	501.14	0.73	male	0.8	0.67	1.13
187	-18.3	-1.7	0.82	off	1.1	0	19.08	68	213.89	107.04	89.63	408.33	0.74	male	0.8	0.83	1.09
188	-17.3	-2.7	0.73	off	1.02	0	22.21	68	183.7	180.74	146.03	450	0.73	ambiguous	0.4	0.71	1.23
189	-15.4	-4.6	0.59	off	1.1	0	18.01	68	226.58	128.2	93.83	186.56	0.73	male	0.54	0.88	1.53
190	-17.1	-2.9	0.72	off	1.1	0	18.8	68	217.06	130.47	105	172.27	0.75	male	0.61	0.84	1.26
191	-17.4	-2.6	0.74	off	1.1	0	16.15	68	252.64	127.46	114.61	167.56	0.78	male	0.69	0.98	1.21
192	-15.9	-4.1	0.62	off	1.1	0	18.96	68	215.2	204.17	170.93	294	0.77	female	0.48	0.84	1.44
193	-17.6	-2.4	0.76	off	1.1	0	19.46	68	209.68	198.65	155.28	313.67	0.75	female	0.27	0.81	1.19
194	-13.6	-6.4	0.48	off	1.1	0	20.41	68	199.9	179.27	143.18	355.65	0.78	ambiguous	0.4	0.78	1.88
195	-15	-5	0.56	off	1.1	0	17.81	68	229.09	214.08	170.93	408.33	0.8	female	0.58	0.89	1.6
196	-15.9	-4.1	0.62	off	1.1	0	20.31	68	200.93	182.23	164.55	239.16	0.79	ambiguous	0.5	0.78	1.44
197	-15.8	-4.2	0.62	off	1.1	0	18.03	68	226.29	176.4	150	479.35	0.74	ambiguous	0.4	0.88	1.46
198	-16.9	-3.1	0.7	off	1.1	0	18.94	68	215.46	119.19	97.57	432.35	0.7	male	0.72	0.84	1.29
199	-19.2	-0.8	0.91	off	1.1	0	16.24	68	251.2	127.46	104.5	441	0.75	male	0.55	0.98	0.99
200	-17.2	-2.8	0.72	off	1.1	0	17.61	68	231.66	121.82	105.5	459.38	0.75	male	0.66	0.90	1.24
201	-16.2	-3.8	0.65	off	1.1	0	18.16	68	224.69	131.25	104.5	404.62	0.73	male	0.48	0.87	1.39
202	-16.4	-3.6	0.66	off	1	0	24.51	68	166.47	186.86	154.09	386.84	0.73	female	0.04	0.65	1.36
203	-17	-3	0.71	off	1.1	0	19.16	68	212.98	128.2	97.57	432.35	0.72	male	0.54	0.83	1.27
204	-16	-4	0.63	off	1.1	0	18.98	68	214.94	122.5	90.74	400.91	0.78	male	0.65	0.83	1.43
205	-15.2	-4.8	0.58	off	1.09	0	20.79	68	196.22	200.45	167.05	279.11	0.78	female	0.39	0.76	1.56
206	-16.5	-3.5	0.67	off	1.1	0	18.85	68	216.39	186.86	163.33	366.9	0.8	female	0.04	0.84	1.35
207	-15	-5	0.56	off	1.1	0	19.91	68	204.91	232.11	193.42	282.69	0.77	female	1	0.80	1.6
208	-16.6	-3.4	0.68	off	1.03	0	22.04	68	185.15	160.95	118.55	461.33	0.73	ambiguous	0.4	0.72	1.33
209	-15.9	-4.1	0.62	off	1	0	22.94	68	177.85	128.2	107.56	253.45	0.73	male	0.54	0.69	1.44
210	-15.3	-4.7	0.58	off	1.1	0	19.21	68	212.34	206.07	175	259.41	0.78	female	0.53	0.82	1.55
211	-15.6	-4.4	0.6	off	1.1	0	19.93	68	204.67	212.02	175	272.22	0.8	female	0.68	0.79	1.49
212	-16.8	-3.2	0.69	off	1.1	0	20.03	68	203.72	122.5	99.77	177.82	0.71	male	0.81	0.79	1.3
213	-15.7	-4.3	0.61	off	1.1	0	18.13	68	224.98	179.27	148.99	373.73	0.78	ambiguous	0.4	0.87	1.48
214	-16.2	-3.8	0.65	off	1.1	0	20.61	68	197.98	186.86	156.38	250.29	0.78	female	0.05	0.77	1.39
215	-16	-4	0.63	off	1.1	0	20.04	68	203.6	188.46	162.13	250.57	0.74	female	0.09	0.79	1.43
216	-17.1	-2.9	0.72	off	1.1	0	18.94	68	215.46	128.2	97.57	279.11	0.76	male	0.54	0.84	1.26
217	-18.7	-1.3	0.86	off	1.1	0	16.97	68	240.37	100.46	84.48	162.75	0.71	male	0.8	0.93	1.05
218	-16.9	-3.1	0.7	off	1.05	0	21.51	68	189.65	180.74	147.69	265.66	0.75	ambiguous	0.5	0.74	1.29
219	-17.5	-2.5	0.75	off	1.1	0	18.02	68	226.43	114.25	93.83	512.79	0.74	male	0.8	0.88	1.2
220	-13.8	-6.2	0.49	off	1.1	0	19.74	68	206.72	193.42	173.62	229.69	0.77	female	0.21	0.80	1.84
221	-16.5	-3.5	0.67	off	1.1	0	20.06	68	203.37	144.12	100.68	198.65	0.73	male	0.22	0.79	1.35
222	-17	-3	0.71	off	1.06	0	21.46	68	190.16	119.19	102.08	154.52	0.76	male	0.9	0.74	1.27
223	-16	-4	0.63	off	1.1	0	20.53	68	198.77	129.71	101.61	344.53	0.73	male	0.51	0.77	1.43
224	-15.1	-4.9	0.57	off	1	0	24.26	68	168.14	185.29	150	290.13	0.78	female	0.01	0.65	1.58
225	-16.8	-3.2	0.69	off	1.1	0	18.95	68	215.33	121.15	96.71	424.04	0.75	male	0.68	0.84	1.3
226	-14.6	-5.4	0.54	off	1.1	0	19.67	68	207.45	196.88	169.62	253.45	0.78	female	0.3	0.81	1.68
227	-16	-4	0.63	off	1.1	0	18.98	68	214.94	104.01	86.13	484.67	0.73	male	0.8	0.83	1.43
228	-14.4	-5.6	0.52	off	1.08	0	20.99	68	194.37	212.02	172.27	272.22	0.79	female	0.68	0.75	1.71
229	-15.2	-4.8	0.58	off	1.1	0	19.77	68	206.35	204.17	169.62	275.63	0.78	female	0.48	0.80	1.56
230	-14.4	-5.6	0.52	off	1.1	0	16.61	68	245.58	152.07	124.58	191.74	0.84	male	0.07	0.95	1.71
231	-18.7	-1.3	0.86	off	1.1	0	18.03	68	226.29	117.91	94.64	450	0.75	male	0.74	0.88	1.05
232	-18.5	-1.5	0.84	off	1.02	0	22.26	68	183.32	113.08	87.15	157.5	0.75	male	0.8	0.71	1.07
233	-17.1	-2.9	0.72	off	1	0	22.65	68	180.12	115.45	95.04	450	0.8	male	0.79	0.70	1.26
234	-14.9	-5.1	0.56	off	1.1	0	20.4	68	200.01	202.29	175	250.57	0.76	female	0.43	0.78	1.62
235	-15.1	-4.9	0.57	off	1	0	23.14	68	176.33	176.4	137.81	279.11	0.76	ambiguous	0.4	0.68	1.58
236	-17.7	-2.3	0.77	off	1.1	0	19.81	68	205.99	172.27	146.03	229.69	0.74	ambiguous	0.5	0.80	1.17
237	-18.3	-1.7	0.82	off	1.1	0	19.97	68	204.32	177.82	155.28	343.47	0.74	ambiguous	0.4	0.79	1.09
238	-16.9	-3.1	0.7	off	1.01	0	22.55	68	180.96	210	175	390.99	0.7	female	0.5	0.70	1.29
239	-15.3	-4.7	0.58	off	1.07	0	21.14	68	192.98	177.82	150	247.75	0.78	ambiguous	0.5	0.75	1.55
240	-15.7	-4.3	0.61	off	1.08	0	20.91	68	195.13	172.27	135.36	234.57	0.79	ambiguous	0.5	0.76	1.48
241	-16.2	-3.8	0.65	off	1.1	0	18.8	68	217.06	198.65	170.93	262.5	0.78	female	0.34	0.84	1.39
242	-15.7	-4.3	0.61	off	1.08	0	20.98	68	194.48	179.27	155.28	459.38	0.8	ambiguous	0.4	0.76	1.48
243	-16.5	-3.5	0.67	off	1.1	0	20.13	68	202.67	132.04	105	501.14	0.84	male	0.46	0.79	1.35
244	-14.6	-5.4	0.54	off	1.1	0	18.74	68	217.73	169.62	148.99	355.65	0.8	ambiguous	0.4	0.85	1.68
245	-17	-3	0.71	off	1.1	0	19.08	68	213.89	153.13	118.55	188.46	0.72	male	0.05	0.83	1.27
246	-18.1	-1.9	0.8	off	1.1	0	19.85	68	205.51	110.25	89.63	365.69	0.71	male	0.8	0.80	1.12
247	-15	-5	0.56	off	1.08	0	20.9	68	195.23	198.65	170.93	380.29	0.78	female	0.27	0.76	1.6
248	-17.9	-2.1	0.79	off	1.04	0	21.73	68	187.73	99.32	85.47	432.35	0.68	male	0.8	0.73	1.15
249	-16	-4	0.63	off	1.1	0	20.32	68	200.81	177.82	153.13	327.2	0.74	ambiguous	0.4	0.78	1.43
250	-14.1	-5.9	0.51	off	1.01	0	22.41	68	182.08	232.11	200.45	310.56	0.8	female	1	0.71	1.78
251	-15	-5	0.56	off	1.1	0	20.49	68	199.11	202.29	164.55	302.05	0.78	female	0.35	0.77	1.6
252	-16.1	-3.9	0.64	off	1.09	0	20.85	68	195.67	195.13	162.13	256.4	0.76	female	0.25	0.76	1.41
253	-15.9	-4.1	0.62	off	1.07	0	21.28	68	191.72	127.46	95.04	193.42	0.78	male	0.55	0.74	1.44
254	-16.1	-3.9	0.64	off	1.1	0	18.15	68	224.84	132.83	100.27	441	0.77	male	0.44	0.87	1.41
255	-17.1	-2.9	0.72	off	1.1	0	18.39	68	221.86	185.29	158.63	272.22	0.78	female	0.01	0.86	1.26
256	-18.2	-1.8	0.81	off	1.1	0	19.27	68	211.7	121.15	97.96	167.05	0.67	male	0.85	0.82	1.11
257	-16.6	-3.4	0.68	off	1.1	0	20.39	68	200.13	125.64	94.23	344.53	0.7	male	0.59	0.78	1.33
258	-17.4	-2.6	0.74	off	1	0	23.7	68	172.18	185.29	155.28	310.56	0.72	female	0.01	0.67	1.21
259	-18.2	-1.8	0.81	off	1.1	0	17.82	68	228.94	116.67	95.45	459.38	0.78	male	0.77	0.89	1.11
260	-16.2	-3.8	0.65	off	1.1	0	17.82	68	228.94	168.32	132.83	416.04	0.76	ambiguous	0.4	0.89	1.39
261	-15.6	-4.4	0.6	off	1.1	0	18.32	68	222.7	113.66	90.37	319.83	0.75	male	0.8	0.86	1.49
262	-15.8	-4.2	0.62	off	1.06	0	21.32	68	191.41	172.27	137.81	227.32	0.73	ambiguous	0.5	0.74	1.46
263	-15.6	-4.4	0.6	off	1.1	0	19.83	68	205.75	186.86	159.78	469.15	0.79	female	0.04	0.80	1.49
264	-15.8	-4.2	0.62	off	1.1	0	15.79	68	258.4	117.91	94.23	339.23	0.76	male	0.74	1.00	1.46
265	-15.7	-4.3	0.61	off	1.1	0	18.54	68	220.05	225	183.75	290.13	0.75	female	1	0.85	1.48
266	-16.6	-3.4	0.68	off	1.1	0	19.96	68	204.43	191.74	164.55	247.75	0.72	female	0.17	0.79	1.33
267	-16.1	-3.9	0.64	off	1.07	0	21.15	68	192.88	232.11	185.29	423.24	0.77	female	0.8	0.75	1.41
268	-16	-4	0.63	off	1.1	0	19.18	68	212.73	182.23	156.38	490	0.77	ambiguous	0.4	0.83	1.43
269	-17.2	-2.8	0.72	off	1.1	0	18.77	68	217.33	107.04	85.8	441	0.73	male	0.8	0.84	1.24
270	-16.2	-3.8	0.65	off	1	0	23.84	68	171.17	151.03	113.08	193.42	0.75	male	0.1	0.66	1.39
271	-15.9	-4.1	0.62	off	1.03	0	21.99	68	185.54	131.25	99.15	334.09	0.78	male	0.48	0.72	1.44
272	-18.5	-1.5	0.84	off	1.1	0	19.3	68	211.45	117.29	98.83	469.15	0.76	male	0.75	0.82	1.07
273	-15.5	-4.5	0.6	off	1	0	23.73	68	171.93	196.88	164.55	247.75	0.78	female	0.3	0.67	1.51
274	-17	-3	0.71	off	1.1	0	20.53	68	198.77	169.62	141.35	222.73	0.74	ambiguous	0.5	0.77	1.27
275	-17.2	-2.8	0.72	off	1.1	0	17.87	68	228.34	130.47	97.78	361.48	0.75	male	0.49	0.89	1.24
276	-16.7	-3.3	0.68	off	1.1	0	20.6	68	198.1	175	146.03	344.53	0.72	ambiguous	0.4	0.77	1.32
277	-15	-5	0.56	off	1.1	0	20.1	68	203.02	180.74	157.5	239.67	0.76	ambiguous	0.5	0.79	1.6
278	-16.6	-3.4	0.68	off	1.1	0	19.66	68	207.57	103.52	84.48	501.14	0.72	male	0.8	0.81	1.33
279	-16.7	-3.3	0.68	off	1.1	0	17.88	68	228.2	182.23	157.5	408.33	0.76	ambiguous	0.4	0.89	1.32
280	-15.5	-4.5	0.6	off	1.1	0	19.8	68	206.11	208.02	180.74	256.4	0.76	female	0.58	0.80	1.51
281	-15.7	-4.3	0.61	off	1.1	0	19.46	68	209.68	212.02	182.23	281.26	0.8	female	0.68	0.81	1.48
282	-16.8	-3.2	0.69	off	1.06	0	21.39	68	190.78	191.74	163.33	247.75	0.75	female	0.17	0.74	1.3
283	-15.6	-4.4	0.6	off	1.1	0	19.69	68	207.21	239.67	191.74	432.35	0.75	female	0.8	0.80	1.49
284	-16.4	-3.6	0.66	off	1.1	0	16.79	68	243.03	147	123.18	188.14	0.78	male	0.2	0.94	1.36
285	-13.9	-6.1	0.5	off	1	0	24.47	68	166.71	245	200.45	310.56	0.81	female	1	0.65	1.82
286	-15.3	-4.7	0.58	off	1.1	0	18.9	68	215.86	130.47	98.44	451.87	0.77	male	0.49	0.84	1.55
287	-17.3	-2.7	0.73	off	1.1	0	17.96	68	227.16	116.05	98.44	408.33	0.78	male	0.78	0.88	1.23
